Категория1;Категория2;Категория3;Категория4;Адрес_подраздела;Идентификатор_подраздела
Канцтовари;Папір та паперові вироби;"Паперові вироби для офісу, загальне";;https://prom.ua/ua/Bumazhnye-izdeliya-dlya-ofisa-obschee;212201
Канцтовари;Папір та паперові вироби;Стікери;;https://prom.ua/ua/Naklejki-stikery;211104
Канцтовари;Письмове приладдя;Аксесуари для ручок і олівців;;https://prom.ua/ua/Aksessuary-dlya-ruchek-i-karandashej;21110709
Канцтовари;Письмове приладдя;Гумки;;https://prom.ua/ua/Lastiki-stiratelnye-rezinki;211201
Канцтовари;Письмове приладдя;Канцелярські ручки ;;https://prom.ua/ua/Ruchki-kantselyarskie;211129
Канцтовари;Письмове приладдя;Коректори;;https://prom.ua/ua/Korrektory;211109
Канцтовари;Письмове приладдя;"Маркери, фломастери";;https://prom.ua/ua/Markery;21110705
Канцтовари;Письмове приладдя;Олівці;;https://prom.ua/ua/Karandashi;21110708
Канцтовари;Письмове приладдя;"Письмове приладдя, загальне";;https://prom.ua/ua/Pismennye-prinadlezhnosti-obschee;212101
Канцтовари;Письмове приладдя;Підставки для канцелярського приладдя;;https://prom.ua/ua/Podstavki-dlya-kantselyarskih-prinadlezhnostej;212102
Канцтовари;Шкільне приладдя;"Закладки для книг, наліпки";;https://prom.ua/ua/Zakladki-dlya-knig;211119
Канцтовари;Шкільне приладдя;Зошити і щоденники;;https://prom.ua/ua/Tetradi-uchenicheskie;211118
Канцтовари;Шкільне приладдя;Лінійки і кутники;;https://prom.ua/ua/Linejki-i-ugolniki;21111113
Канцтовари;Шкільне приладдя;Набори першокласника;;https://prom.ua/ua/Nabory-pervoklassnika;15011908
Канцтовари;Шкільне приладдя;Нотні зошити;;https://prom.ua/ua/Notnye-tetradi;15011906
Канцтовари;Шкільне приладдя;"Обкладинки для книжок, зошитів";;https://prom.ua/ua/Oblozhki-dlya-knig-tetradej;15011907
Канцтовари;Шкільне приладдя;Підставки для книг;;https://prom.ua/ua/Podstavki-dlya-knig;15011901
Канцтовари;Шкільне приладдя;"Циркулі, готовальні";;https://prom.ua/ua/Tsirkuli;21111104
Канцтовари;Шкільне приладдя;"Шкільне приладдя, загальне";;https://prom.ua/ua/Shkolnye-prinadlezhnosti-obschee;920201
Канцтовари;Шкільне приладдя;Шкільні папки;;https://prom.ua/ua/Papki-portfeli-destkie;15011910
Канцтовари;Шкільне приладдя;Шкільні пенали ;;https://prom.ua/ua/Penaly;211113
Контрольно-вимірювальні прилади;Вагове обладнання;Ваги автомобільні;;https://prom.ua/ua/Vesy-avtomobilnye;15371101
Контрольно-вимірювальні прилади;Вагове обладнання;Ваги бункерні;;https://prom.ua/ua/Vesy-bunkernye;15371110
Контрольно-вимірювальні прилади;Вагове обладнання;Ваги для зважування тварин;;https://prom.ua/ua/Vesy-dlya-vzveshivaniya-zhivotnyh;15371106
Контрольно-вимірювальні прилади;Вагове обладнання;"Ваги медичні, ростоміри";;https://prom.ua/ua/Vesy-meditsinskie;15371117
Контрольно-вимірювальні прилади;Вагове обладнання;Ваги рахункові;;https://prom.ua/ua/Vesy-schetnye;15371102
Контрольно-вимірювальні прилади;Вагове обладнання;Ваги торгові;;https://prom.ua/ua/Vesy-torgovye;15371107
Контрольно-вимірювальні прилади;Вагове обладнання;Ваги чекодрукуючі;;https://prom.ua/ua/Vesy-chekopechatayuschie;15371120
Контрольно-вимірювальні прилади;Вагове обладнання;Ваги ювелірні;;https://prom.ua/ua/Vesy-yuvelirnye;15371103
Контрольно-вимірювальні прилади;Вагове обладнання;"Ваги, загальне";;https://prom.ua/ua/Drugie-vesy;15371109
Контрольно-вимірювальні прилади;Вагове обладнання;Вагонні ваги;;https://prom.ua/ua/Vagonnye-vesy;15371105
Контрольно-вимірювальні прилади;Вагове обладнання;Дорожні ваги;;https://prom.ua/ua/Dorozhnye-vesy;15371122
Контрольно-вимірювальні прилади;Вагове обладнання;Комплектуючі для ваг;Ваговимірювальні датчики;https://prom.ua/ua/Vesoizmeritelnye-datchiki;15371115
Контрольно-вимірювальні прилади;Вагове обладнання;Комплектуючі для ваг;Вагові індикатори;https://prom.ua/ua/Vesovye-indikatory;15371114
Контрольно-вимірювальні прилади;Вагове обладнання;Комплектуючі для ваг;Гирі еталонні;https://prom.ua/ua/Giri-etalonnye;15371113
Контрольно-вимірювальні прилади;Вагове обладнання;Комплектуючі для ваг;"Комплектуючі для ваг, загальне";https://prom.ua/ua/Drugie-komplektuyuschie-dlya-vesov;15371116
Контрольно-вимірювальні прилади;Вагове обладнання;Конвеєрні ваги та комплектуючі до них;;https://prom.ua/ua/Konvejernye-vesy-komplektuyuschie;15371121
Контрольно-вимірювальні прилади;Вагове обладнання;Кранові ваги;;https://prom.ua/ua/Kranovye-vesy;15371119
Контрольно-вимірювальні прилади;Вимірювальний і калібрувальний інструмент;"Вимірювальний інструмент, загальне";;https://prom.ua/ua/Drugoj-izmeritelnyj-instrument;14200699
Контрольно-вимірювальні прилади;Вимірювальний і калібрувальний інструмент;Гідрорівні;;https://prom.ua/ua/Gidrouroveni;14200607
Контрольно-вимірювальні прилади;Вимірювальний і калібрувальний інструмент;Калібри;;https://prom.ua/ua/Kalibry;14200609
Контрольно-вимірювальні прилади;Вимірювальний і калібрувальний інструмент;Координатно-вимірювальні машини;;https://prom.ua/ua/Koordinatno-izmeritelnye-mashiny;14200606
Контрольно-вимірювальні прилади;Вимірювальний і калібрувальний інструмент;Кінцеві міри довжини;;https://prom.ua/ua/Kontsevye-mery-dliny;14200611
Контрольно-вимірювальні прилади;"Вимірювальні прилади, загальне";;;https://prom.ua/ua/Drugie-izmeritelnye-pribory;153712
Контрольно-вимірювальні прилади;Вимірювачі фізичних параметрів;Адгезіметром;;https://prom.ua/ua/Adgezimetry;15370610
Контрольно-вимірювальні прилади;Вимірювачі фізичних параметрів;Вимірювачі сили натяжіння;;https://prom.ua/ua/Izmeriteli-sily-natyazheniya;15370620
Контрольно-вимірювальні прилади;Вимірювачі фізичних параметрів;"Вимірювачі фізичних параметрів, загальне";;https://prom.ua/ua/Drugie-izmeriteli-fizicheskih-parametrov;15370699
Контрольно-вимірювальні прилади;Вимірювачі фізичних параметрів;Віскозиметри і пікнометри;;https://prom.ua/ua/Viskozimetry;15370621
Контрольно-вимірювальні прилади;Вимірювачі фізичних параметрів;Густиноміри;;https://prom.ua/ua/Plotnomery;15370627
Контрольно-вимірювальні прилади;Вимірювачі фізичних параметрів;"Гігрометри, психрометри";;https://prom.ua/ua/Gigrometry-psihrometry;15370606
Контрольно-вимірювальні прилади;Вимірювачі фізичних параметрів;Люксметри;;https://prom.ua/ua/Lyuksmetry;12110609
Контрольно-вимірювальні прилади;Вимірювачі фізичних параметрів;Метеорологічне і гідрологічне устаткування;;https://prom.ua/ua/Meteorologicheskie-i-gidrologicheskie-oborudovaniya;15370616
Контрольно-вимірювальні прилади;Вимірювачі фізичних параметрів;Метроштоки;;https://prom.ua/ua/Metroshtoki;15370622
Контрольно-вимірювальні прилади;Вимірювачі фізичних параметрів;"Силоміри, динамометри";;https://prom.ua/ua/Silomery-dinamometry;15370601
Контрольно-вимірювальні прилади;Вимірювачі фізичних параметрів;Тахографи;;https://prom.ua/ua/Tahografy;15370625
Контрольно-вимірювальні прилади;Вимірювачі фізичних параметрів;Твердоміри;;https://prom.ua/ua/Tverdomery;15370602
Контрольно-вимірювальні прилади;Вимірювачі фізичних параметрів;Товщиноміри;;https://prom.ua/ua/Tolschinomery;15370605
Контрольно-вимірювальні прилади;Вимірювачі фізичних параметрів;Центрователі;;https://prom.ua/ua/Tsentrovschiki;15370618
Контрольно-вимірювальні прилади;Вимірювачі фізичних параметрів;Шумоміри;;https://prom.ua/ua/Shumomery;12110610
Контрольно-вимірювальні прилади;"Витратоміри, лічильники";Витратоміри рідин;;https://prom.ua/ua/Rashodomery-zhidkostej;15370401
Контрольно-вимірювальні прилади;"Витратоміри, лічильники";"Витратоміри, загальне";;https://prom.ua/ua/Drugie-rashodometry;15370499
Контрольно-вимірювальні прилади;"Витратоміри, лічильники";Датчики витрати;;https://prom.ua/ua/Datchiki-rashoda;15370402
Контрольно-вимірювальні прилади;"Витратоміри, лічильники";Лічильники електроенергії;;https://prom.ua/ua/Schetchiki-elektroenergii;15370304
Контрольно-вимірювальні прилади;"Витратоміри, лічильники";Лічильники імпульсів;;https://prom.ua/ua/Schetchiki;153702
Контрольно-вимірювальні прилади;"Витратоміри, лічильники";Регулятори витрати;;https://prom.ua/ua/Regulyatory-rashoda;13100638
Контрольно-вимірювальні прилади;"Витратоміри, лічильники";"Тахометри, спідометри";;https://prom.ua/ua/Tahometry-spidometry-tahografy;15370604
Контрольно-вимірювальні прилади;Геодезичне обладнання;"Геодезичне обладнання, загальне";;https://prom.ua/ua/Geodezicheskoe-oborudovanie-obschee;153725
Контрольно-вимірювальні прилади;Геодезичне обладнання;Геодезичні вимірювальні рулетки;;https://prom.ua/ua/Geodezicheskie-izmeritelnye-ruletki;13040908
Контрольно-вимірювальні прилади;Геодезичне обладнання;Курвіметри;;https://prom.ua/ua/Kurvimetry-dorozhnye;13040907
Контрольно-вимірювальні прилади;Геодезичне обладнання;Нівелірні рейки та віхи;;https://prom.ua/ua/Vehi-i-rejki-nivelirnye;13040909
Контрольно-вимірювальні прилади;Геодезичне обладнання;Польові контролери;;https://prom.ua/ua/Polevye-kontrollery;13040904
Контрольно-вимірювальні прилади;Геодезичне обладнання;Тахеометри;;https://prom.ua/ua/Taheometry;13040902
Контрольно-вимірювальні прилади;Геодезичне обладнання;Теодоліти;;https://prom.ua/ua/Teodolity;13040901
Контрольно-вимірювальні прилади;Геодезичне обладнання;Трасошукачі;;https://prom.ua/ua/Trassoiskateli;13040910
Контрольно-вимірювальні прилади;Датчики;Анемометри;;https://prom.ua/ua/Anemometry;153720
Контрольно-вимірювальні прилади;Датчики;Гігростати;;https://prom.ua/ua/Gigrostaty;153721
Контрольно-вимірювальні прилади;Датчики;Датчики безконтактні;;https://prom.ua/ua/Datchiki-beskontaktnye;14200610
Контрольно-вимірювальні прилади;Датчики;Датчики вологості і температури;;https://prom.ua/ua/Datchiki-vlazhnosti-i-temperatury;14200612
Контрольно-вимірювальні прилади;Датчики;Датчики руху;;https://prom.ua/ua/Datchiki-dvizheniya;1420060202
Контрольно-вимірювальні прилади;Датчики;Датчики якості повітря;;https://prom.ua/ua/Datchiki-kachestva-vozduha;153719
Контрольно-вимірювальні прилади;Датчики;"Датчики, загальне";;https://prom.ua/ua/Drugie-datchiki;1420060201
Контрольно-вимірювальні прилади;Датчики;Рівнеміри й сигналізатори рівня;;https://prom.ua/ua/Urovnemery-i-signalizatory-urovnya;153726
Контрольно-вимірювальні прилади;Електровимірювальні прилади;Амперметри;;https://prom.ua/ua/Ampermetry;15370302
Контрольно-вимірювальні прилади;Електровимірювальні прилади;Багатофункціональні калібратори;;https://prom.ua/ua/Mnogofunktsionalnye-kalibratory;15370318
Контрольно-вимірювальні прилади;Електровимірювальні прилади;Вольтметри;;https://prom.ua/ua/Voltmetry;15370310
Контрольно-вимірювальні прилади;Електровимірювальні прилади;"Електровимірювальні прилади, загальне";;https://prom.ua/ua/Drugie-elektroizmeritelnye-pribory;15370399
Контрольно-вимірювальні прилади;Електровимірювальні прилади;Комплектуючі до електровимірювальних приладів;;https://prom.ua/ua/Komplektuyuschie-elektroizmeritelnym-priboram;15370321
Контрольно-вимірювальні прилади;Електровимірювальні прилади;"Магазини опору, індуктивності і ємностей";;https://prom.ua/ua/Mery-i-magaziny-soprotivleniya;15370303
Контрольно-вимірювальні прилади;Електровимірювальні прилади;Мультиметри;;https://prom.ua/ua/Multimetry;15370306
Контрольно-вимірювальні прилади;Електровимірювальні прилади;Омметри;;https://prom.ua/ua/Ommetry;15370309
Контрольно-вимірювальні прилади;Електровимірювальні прилади;Покажчики та індикатори напруги;;https://prom.ua/ua/Ukazateli-i-indikatory-napryazheniya;14200608
Контрольно-вимірювальні прилади;Електровимірювальні прилади;Потенціометри;;https://prom.ua/ua/Potentsiometry-1;15370307
Контрольно-вимірювальні прилади;Електровимірювальні прилади;Прилади контролю якості електроенергії;;https://prom.ua/ua/Analizatory-kachestva-elektroenergii;15370111
Контрольно-вимірювальні прилади;Електровимірювальні прилади;Реєстратори даних;;https://prom.ua/ua/Registratory-elektronnye;153724
Контрольно-вимірювальні прилади;Електровимірювальні прилади;Тестери для акумуляторів;;https://prom.ua/ua/Testery-dlya-akkumulyatorov;52802
Контрольно-вимірювальні прилади;Електровимірювальні прилади;Фазометри;;https://prom.ua/ua/Fazometry;15370312
Контрольно-вимірювальні прилади;Електровимірювальні прилади;Циферблатні індикатори;;https://prom.ua/ua/Tsiferblatnye-indikatory;14200601
Контрольно-вимірювальні прилади;Електровимірювальні прилади;Шунти;;https://prom.ua/ua/Shunty;506
Контрольно-вимірювальні прилади;Комплектуючі вимірювальних приладів;;;https://prom.ua/ua/Komplektuyuschie-izmeritelnyh-priborov;153713
Контрольно-вимірювальні прилади;"Лабораторне, випробувальне обладнання";Аналізатори;Аналізатори води;https://prom.ua/ua/Analizatory-vody;15370117
Контрольно-вимірювальні прилади;"Лабораторне, випробувальне обладнання";Аналізатори;Аналізатори вуглецю і сірки;https://prom.ua/ua/Analizatory-ugleroda;15370101
Контрольно-вимірювальні прилади;"Лабораторне, випробувальне обладнання";Аналізатори;Аналізатори грунту;https://prom.ua/ua/Analizatory-pochvy;15370116
Контрольно-вимірювальні прилади;"Лабораторне, випробувальне обладнання";Аналізатори;"Аналізатори, загальне";https://prom.ua/ua/Drugie-analizatory;15370199
Контрольно-вимірювальні прилади;"Лабораторне, випробувальне обладнання";Аналізатори;Апарати для розгону нафтопродуктів;https://prom.ua/ua/Apparaty-dlya-razgonki-nefteproduktov;15370112
Контрольно-вимірювальні прилади;"Лабораторне, випробувальне обладнання";Аналізатори;Ареометри;https://prom.ua/ua/Areometry;15370103
Контрольно-вимірювальні прилади;"Лабораторне, випробувальне обладнання";Аналізатори;Білизномір;https://prom.ua/ua/Beliznomery;15370114
Контрольно-вимірювальні прилади;"Лабораторне, випробувальне обладнання";Аналізатори;Вимірювачі ph;https://prom.ua/ua/Izmeriteli-ph;15370106
Контрольно-вимірювальні прилади;"Лабораторне, випробувальне обладнання";Аналізатори;Вологоміри;https://prom.ua/ua/Vlagomery;15370105
Контрольно-вимірювальні прилади;"Лабораторне, випробувальне обладнання";Аналізатори;Газоаналізатори;https://prom.ua/ua/Gazoanalizatory;15370104
Контрольно-вимірювальні прилади;"Лабораторне, випробувальне обладнання";Аналізатори;Кондуктометри;https://prom.ua/ua/Konduktometry;15370113
Контрольно-вимірювальні прилади;"Лабораторне, випробувальне обладнання";Аналізатори;"Концентратоміри, дозиметри";https://prom.ua/ua/Kontsentratomery-dozimetry;15370102
Контрольно-вимірювальні прилади;"Лабораторне, випробувальне обладнання";Аналізатори;Овп-метри;https://prom.ua/ua/Ovp-metry;15370115
Контрольно-вимірювальні прилади;"Лабораторне, випробувальне обладнання";Аналізатори;Оксиметри;https://prom.ua/ua/Oksimetry;15370107
Контрольно-вимірювальні прилади;"Лабораторне, випробувальне обладнання";Аналізатори;Течошукачі;https://prom.ua/ua/Techeiskateli;15370110
Контрольно-вимірювальні прилади;"Лабораторне, випробувальне обладнання";Випробувальне обладнання;;https://prom.ua/ua/Ispytatelnoe-oborudovanie;153710
Контрольно-вимірювальні прилади;"Лабораторне, випробувальне обладнання";Кліматичні камери для росту рослин;;https://prom.ua/ua/Klimaticheskie-kamery-dlya;15373204
Контрольно-вимірювальні прилади;"Лабораторне, випробувальне обладнання";"Лабораторне, випробувальне обладнання, загальне";;https://prom.ua/ua/Laboratornoe-ispytatelnoe-oborudovanie-obschee;15373201
Контрольно-вимірювальні прилади;"Лабораторне, випробувальне обладнання";Обладнання для пробопідготовки ;;https://prom.ua/ua/Laboratornoe-ispytatelnoe-oborudovanie-1;15373203
Контрольно-вимірювальні прилади;Оптичні прилади і системи;Геодезичні призми і відбивачі;;https://prom.ua/ua/Prizmy;15370707
Контрольно-вимірювальні прилади;Оптичні прилади і системи;Збільшувальне скло;;https://prom.ua/ua/Uvelichitelnye-stekla;190405
Контрольно-вимірювальні прилади;Оптичні прилади і системи;Комплектуючі для оптичних приладів;;https://prom.ua/ua/Komplektuyuschie-dlya-opticheskih-priborov;190407
Контрольно-вимірювальні прилади;Оптичні прилади і системи;Лазерні далекоміри;;https://prom.ua/ua/Lazernye-dalnomery;190403
Контрольно-вимірювальні прилади;Оптичні прилади і системи;Лінзи;;https://prom.ua/ua/Linzy;190404
Контрольно-вимірювальні прилади;Оптичні прилади і системи;Мікроскопи;;https://prom.ua/ua/Mikroskopy;1912
Контрольно-вимірювальні прилади;Оптичні прилади і системи;Оптичні нівеліри;;https://prom.ua/ua/Niveliry;153705
Контрольно-вимірювальні прилади;Оптичні прилади і системи;"Оптичні прилади і елементи, загальне";;https://prom.ua/ua/Drugie-opticheskie-pribory-i-elementy;15370799
Контрольно-вимірювальні прилади;Оптичні прилади і системи;Рефлектометри;;https://prom.ua/ua/Reflektometry;15370710
Контрольно-вимірювальні прилади;Оптичні прилади і системи;Рефрактометри;;https://prom.ua/ua/Refraktometry;15370708
Контрольно-вимірювальні прилади;Оптичні прилади і системи;Спектрометри;;https://prom.ua/ua/Spektrometr;15370709
Контрольно-вимірювальні прилади;Оптичні прилади і системи;Телескопи;;https://prom.ua/ua/Teleskopy;190410
Контрольно-вимірювальні прилади;Оптичні прилади і системи;"Технічні ендоскопи, відеоскопи";;https://prom.ua/ua/Tehnicheskie-endoskopy-videoskopy;190408
Контрольно-вимірювальні прилади;Оптичні прилади і системи;Штативи для вимірювального обладнання;;https://prom.ua/ua/Shtativy-dlya-geodezicheskogo-oborudovaniya;13040903
Контрольно-вимірювальні прилади;Прилади вимірювання часу;"Прилади вимірювання часу, загальне";;https://prom.ua/ua/Pribory-izmereniya-vremeni-obschee;15373101
Контрольно-вимірювальні прилади;Прилади вимірювання часу;Секундоміри;;https://prom.ua/ua/Sekundomery;153717
Контрольно-вимірювальні прилади;Прилади вимірювання часу;Таймери;;https://prom.ua/ua/Tajmery;620
Контрольно-вимірювальні прилади;"Прилади вимірювання, регулювання температури";Датчики температури;;https://prom.ua/ua/Termopary;153718
Контрольно-вимірювальні прилади;"Прилади вимірювання, регулювання температури";Кімнатні та віконні термометри;;https://prom.ua/ua/Termometry-okonnye;153722
Контрольно-вимірювальні прилади;"Прилади вимірювання, регулювання температури";"Прилади вимірювання, регулювання температури, загальне";;https://prom.ua/ua/Pribory-izmereniya-regulirovaniya-temperatury-obschee;15373001
Контрольно-вимірювальні прилади;"Прилади вимірювання, регулювання температури";Термометри опору;;https://prom.ua/ua/Termometry-soprotivleniya;15373003
Контрольно-вимірювальні прилади;"Прилади вимірювання, регулювання температури";"Термометри, пірометри, тепловізори";;https://prom.ua/ua/Termometry-pirometry-teplovizory;153709
Контрольно-вимірювальні прилади;"Прилади вимірювання, регулювання температури";Терморегулятори промислові;;https://prom.ua/ua/Termoregulyatory-promyshlennye;15373002
Контрольно-вимірювальні прилади;Прилади для вимірювання тиску;Датчики тиску;;https://prom.ua/ua/Datchiki-davleniya;15370804
Контрольно-вимірювальні прилади;Прилади для вимірювання тиску;Комплектуючі для пристроїв вимірювання тиску;;https://prom.ua/ua/Komplektuyuschie-dlya-ustrojstv-izmereniya-davleniya;15370807
Контрольно-вимірювальні прилади;Прилади для вимірювання тиску;Манометри;;https://prom.ua/ua/Manometry;15370801
Контрольно-вимірювальні прилади;Прилади для вимірювання тиску;Монітори тиску;;https://prom.ua/ua/Monitory-davleniya;15370802
Контрольно-вимірювальні прилади;Прилади для вимірювання тиску;"Прилади для вимірювання тиску, загальне";;https://prom.ua/ua/Drugie-pribory-dlya-izmereniya-davleniya;15370899
Контрольно-вимірювальні прилади;Прилади для вимірювання тиску;Регулятори тиску;;https://prom.ua/ua/Regulyatory-davleniya;15370803
Контрольно-вимірювальні прилади;Прилади лінійно-кутових вимірювань;Індикатори годинного типу;;https://prom.ua/ua/Indikatory-chasovogo-tipa;15373302
Контрольно-вимірювальні прилади;Прилади лінійно-кутових вимірювань;Висотоміри;;https://prom.ua/ua/Vysotomery;15370603
Контрольно-вимірювальні прилади;Прилади лінійно-кутових вимірювань;Кутоміри;;https://prom.ua/ua/Uglomery;15370711
Контрольно-вимірювальні прилади;Прилади лінійно-кутових вимірювань;Мікрометри;;https://prom.ua/ua/Mikrometry;14200603
Контрольно-вимірювальні прилади;Прилади лінійно-кутових вимірювань;"Прилади лінійно-кутових вимірювань, загальне";;https://prom.ua/ua/Pribory-linejno-uglovyh-izmerenij-obschee;15373301
Контрольно-вимірювальні прилади;Прилади неруйнівного контролю;Апарати рентгеноскопічного контролю;;https://prom.ua/ua/Apparaty-rentgenoskopicheskogo-kontrolya;15370615
Контрольно-вимірювальні прилади;Прилади неруйнівного контролю;Вимірювачі теплопровідності і теплового потоку;;https://prom.ua/ua/Izmeriteli-teploprovodnosti-i-teplovogo-potoka;15370619
Контрольно-вимірювальні прилади;Прилади неруйнівного контролю;Комплектуючі для приладів неруйнівного контролю;;https://prom.ua/ua/Komplektuyuschee-dlya-priborov-nerazrushayuschego-kontrolya;15370626
Контрольно-вимірювальні прилади;Прилади неруйнівного контролю;Магнітометри;;https://prom.ua/ua/Magnitometry;15370609
Контрольно-вимірювальні прилади;Прилади неруйнівного контролю;"Обладнання для неруйнівного контролю, загальне";;https://prom.ua/ua/Drugoe-oborudovanie-dlya-nerazrushayuschego-kontrolya;15370611
Контрольно-вимірювальні прилади;Прилади неруйнівного контролю;Оптоволоконні високоточні вимірювальні прилади та системи;;https://prom.ua/ua/Optovolokonnye-vysokotochnye-izmeriteli-i-sistemy;15370628
Контрольно-вимірювальні прилади;Прилади неруйнівного контролю;Прилади вихретокового контролю;;https://prom.ua/ua/Pribory-vihretokovogo-kontrolya;15370612
Контрольно-вимірювальні прилади;Прилади неруйнівного контролю;Прилади візуально-оптичного контролю;;https://prom.ua/ua/Pribory-vizualno-opticheskogo-kontrolya;15370614
Контрольно-вимірювальні прилади;Прилади неруйнівного контролю;Прилади магнітного контролю;;https://prom.ua/ua/Pribory-magnitnogo-kontrolya;15370613
Контрольно-вимірювальні прилади;Прилади неруйнівного контролю;Ультразвукові дефектоскопи;;https://prom.ua/ua/Ultrazvukovye-defektoskopy;15370608
Контрольно-вимірювальні прилади;Пробовідбірники;;;https://prom.ua/ua/Probootborniki;153728
Контрольно-вимірювальні прилади;Радіовимірювальні прилади;Акселерометри;;https://prom.ua/ua/Akselerometry;153716
Контрольно-вимірювальні прилади;Радіовимірювальні прилади;Аксесуари та комплектуючі для радіовимірюючих пристроїв;;https://prom.ua/ua/Aksessuary-komplektuyuschie-dlya-1;50501
Контрольно-вимірювальні прилади;Радіовимірювальні прилади;"Аналізатори спектру, шуму";;https://prom.ua/ua/Analizatory-spektra;50504
Контрольно-вимірювальні прилади;Радіовимірювальні прилади;Атенюатори та прилади для вимірювання ослаблення;;https://prom.ua/ua/Attenyuatory-i-pribory-dlya-izmereniya-oslablenij;15370313
Контрольно-вимірювальні прилади;Радіовимірювальні прилади;Ватметри;;https://prom.ua/ua/Vattmetr;15370308
Контрольно-вимірювальні прилади;Радіовимірювальні прилади;Вимірювальні пристрої коаксіальних і хвилеводних трактів;;https://prom.ua/ua/Izmeritelnye-ustrojstva-koaksialnyh-i-volnovodnyh-traktov;15370314
Контрольно-вимірювальні прилади;Радіовимірювальні прилади;Вимірювачі амплітудно-частотних характеристик;;https://prom.ua/ua/Izmeriteli-amplitudno-chastotnyh-harakteristik;15370316
Контрольно-вимірювальні прилади;Радіовимірювальні прилади;Вимірювачі ксхн;;https://prom.ua/ua/Izmeriteli-ksvn;15370317
Контрольно-вимірювальні прилади;Радіовимірювальні прилади;Вимірювачі імітансу;;https://prom.ua/ua/Izmeriteli-immitansa;15370315
Контрольно-вимірювальні прилади;Радіовимірювальні прилади;Генератори сигналів;;https://prom.ua/ua/Generatory-signalov;50503
Контрольно-вимірювальні прилади;Радіовимірювальні прилади;Генератори імпульсів;;https://prom.ua/ua/Generatory-impulsov;14190202
Контрольно-вимірювальні прилади;Радіовимірювальні прилади;Детектори прихованої проводки;;https://prom.ua/ua/Detektory-skrytoj-provodki;15370320
Контрольно-вимірювальні прилади;Радіовимірювальні прилади;"Металошукачі, металодетектори";;https://prom.ua/ua/Metallodetektory;50505
Контрольно-вимірювальні прилади;Радіовимірювальні прилади;Осцилографи;;https://prom.ua/ua/Ostsillografy;50502
Контрольно-вимірювальні прилади;Радіовимірювальні прилади;"Радіовимірювальні прилади, загальне";;https://prom.ua/ua/Drugie-elektronnye-izmeritelnye-pribory;50599
Контрольно-вимірювальні прилади;Радіовимірювальні прилади;Частотоміри;;https://prom.ua/ua/Chastotometr;15370305
Контрольно-вимірювальні прилади;Шафи для квп;;;https://prom.ua/ua/Shkafy-dlya-kipia;153727
Краса та здоров'я;Все для епіляції і депіляції;"Все для епіляції і депіляції, загальне";;https://prom.ua/ua/Vse-dlya-epilyatsii-i-depilyatsii-obschee;163701
Краса та здоров'я;Все для епіляції і депіляції;Засоби для депіляції;;https://prom.ua/ua/Sredstva-dlya-depilyatsii;330617
Краса та здоров'я;Все для епіляції і депіляції;Набори для депіляції;;https://prom.ua/ua/Nabory-dlya-depilyatsii;331503
Краса та здоров'я;Все для манікюру і педикюру;"Все для манікюру і педикюру, загальне";;https://prom.ua/ua/Materialy-i-prisposobleniya-dlya-manikyura-pedikyura-i-nogtevogo-dizajna-obschee;161804
Краса та здоров'я;Все для манікюру і педикюру;Гель-лаки;;https://prom.ua/ua/Gel-laki;16180115
Краса та здоров'я;Все для манікюру і педикюру;Запчастини і комплектуючі до обладнання для манікюру та педикюру;;https://prom.ua/ua/Zapchasti-komplektuyuschie-oborudovaniyu;161813
Краса та здоров'я;Все для манікюру і педикюру;Засоби для зняття лаку;;https://prom.ua/ua/Sredstva-dlya-snyatiya-i-rastvoreniya-laka-dlya-nogtej;161808
Краса та здоров'я;Все для манікюру і педикюру;Засоби по догляду за нігтями і кутикулою;;https://prom.ua/ua/Sredstva-po-uhodu-za-nogtyami;3308
Краса та здоров'я;Все для манікюру і педикюру;Лаки для нігтів;;https://prom.ua/ua/Lak-dlya-nogtej;161807
Краса та здоров'я;Все для манікюру і педикюру;Лампи для манікюру;;https://prom.ua/ua/Oborudovanie-dlya-sushki-nogtej;282909
Краса та здоров'я;Все для манікюру і педикюру;"Манікюрно-педикюрні ножиці, кусачки, кніпсери";;https://prom.ua/ua/Manikyurno-pedikyurnye-nozhnitsy-knipsery;16180103
Краса та здоров'я;Все для манікюру і педикюру;Манікюрно-педикюрні інструменти;;https://prom.ua/ua/Manikyurno-pedikyurnye-nabory;16180114
Краса та здоров'я;Все для манікюру і педикюру;Манікюрні пилочки і бафи ;;https://prom.ua/ua/Pilki-bafy-dlya-professionalnogo-manikyura;16180104
Краса та здоров'я;Все для манікюру і педикюру;"Манікюрні та педикюрні кюретки, лопатки ";;https://prom.ua/ua/Kyuretki-dlya-manikyura-i-pedikyura;16180107
Краса та здоров'я;Все для манікюру і педикюру;Матеріали для дизайну нігтів;;https://prom.ua/ua/Materialy-dlya-nogtevogo-dizajna;161806
Краса та здоров'я;Все для манікюру і педикюру;Накладні нігті;;https://prom.ua/ua/Nakladnye-nogti;161810
Краса та здоров'я;Все для манікюру і педикюру;"Основи, закріплювачі та сушки для лаку";;https://prom.ua/ua/Osnovy-zakrepiteli-i-sushki-dlya-laka;161811
Краса та здоров'я;Все для манікюру і педикюру;"Пемзи, терки і набори для педикюру";;https://prom.ua/ua/Pemzy-dlya-pedikyura;161809
