Категория1;Категория2;Категория3;Категория4;Адрес_подраздела;Идентификатор_подраздела
Краса та здоров'я;Все для манікюру і педикюру;Стартові набори для манікюру;;https://prom.ua/ua/Startovye-nabory-dlya-manikyura;161812
Краса та здоров'я;Гігієнічні вироби та засоби;Антисептичні засоби для шкіри;;https://prom.ua/ua/Antisepticheskie-sredstva-dlya-kozhi;151312
Краса та здоров'я;Гігієнічні вироби та засоби;Ватно-гігієнічна продукція;"Ватно-гігієнічна продукція, загальне";https://prom.ua/ua/Vatno-gigienicheskaya-produktsiya-obschee;15130803
Краса та здоров'я;Гігієнічні вироби та засоби;Ватно-гігієнічна продукція;Ватні диски;https://prom.ua/ua/Vatnye-diski;15130802
Краса та здоров'я;Гігієнічні вироби та засоби;Ватно-гігієнічна продукція;Ватні палички;https://prom.ua/ua/Vatnye-palochki;15130801
Краса та здоров'я;Гігієнічні вироби та засоби;Ватно-гігієнічна продукція;Гігієнічні вкладиші для пахв;https://prom.ua/ua/Gigienicheskie-vkladyshi-dlya-podmyshek;15130804
Краса та здоров'я;Гігієнічні вироби та засоби;"Гігієнічні вироби, загальне";;https://prom.ua/ua/Drugie-gigienicheskie-izdeliya;151399
Краса та здоров'я;Гігієнічні вироби та засоби;Засоби для ванни та душу;"Засоби для ванни та душу, загальне";https://prom.ua/ua/Sredstva-dlya-dusha-i-vanny-obschee;330408
Краса та здоров'я;Гігієнічні вироби та засоби;Засоби для ванни та душу;Засоби для душа;https://prom.ua/ua/Geli-dlya-dusha;330622
Краса та здоров'я;Гігієнічні вироби та засоби;Засоби для ванни та душу;Засоби для прийняття ванн;https://prom.ua/ua/Sredstva-dlya-prinyatiya-vann;330623
Краса та здоров'я;Гігієнічні вироби та засоби;Засоби для ванни та душу;Рідке мило;https://prom.ua/ua/Zhidkoe-mylo;330402
Краса та здоров'я;Гігієнічні вироби та засоби;Засоби для ванни та душу;Туалетне мило;https://prom.ua/ua/Mylo;82103
Краса та здоров'я;Гігієнічні вироби та засоби;Засоби для гігієни порожнини рота;Жувальні гумки;https://prom.ua/ua/Zhevatelnye-rezinki;330509
Краса та здоров'я;Гігієнічні вироби та засоби;Засоби для гігієни порожнини рота;Засоби для відбілювання зубів;https://prom.ua/ua/Sredstva-dlya-otbelivaniya-zubov;330511
Краса та здоров'я;Гігієнічні вироби та засоби;Засоби для гігієни порожнини рота;"Засоби для гігієни порожнини рота, загальне";https://prom.ua/ua/Sredstva-dlya-gigieny-polosti-rta-obschee;330508
Краса та здоров'я;Гігієнічні вироби та засоби;Засоби для гігієни порожнини рота;Засоби для догляду за зубними протезами;https://prom.ua/ua/Sredstva-dlya-uhoda-za-zubnymi-protezami;330512
Краса та здоров'я;Гігієнічні вироби та засоби;Засоби для гігієни порожнини рота;Зубний порошок;https://prom.ua/ua/Zubnoj-poroshok;330510
Краса та здоров'я;Гігієнічні вироби та засоби;Засоби для гігієни порожнини рота;Зубні нитки і йоржики;https://prom.ua/ua/Zubnye-niti;330506
Краса та здоров'я;Гігієнічні вироби та засоби;Засоби для гігієни порожнини рота;Зубні пасти;https://prom.ua/ua/Zubnye-pasty;330503
Краса та здоров'я;Гігієнічні вироби та засоби;Засоби для гігієни порожнини рота;Зубні щітки;https://prom.ua/ua/Zubnye-schetki;330502
Краса та здоров'я;Гігієнічні вироби та засоби;Засоби для гігієни порожнини рота;Зубочистки;https://prom.ua/ua/Zubochistki;330505
Краса та здоров'я;Гігієнічні вироби та засоби;Засоби для гігієни порожнини рота;Ополіскувачі для порожнини рота;https://prom.ua/ua/Opolaskivateli-dlya-polosti-rta;330501
